Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing non-spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-facultative spinose,symbiont-obligate spinose,undetermined non-spinose
GeoB3175-1,margo,1.83,-7.0533,-34.4633,36,7,0,17,57,0,417,0
GeoB3176-1,margo,3.43,-7.0117,-34.4417,21,4,0,15,81,0,316,0
GeoB3176-1,margo,3.48,-7.0117,-34.4417,30,13,0,23,107,0,389,0
GeoB3176-1,margo,3.53,-7.0117,-34.4417,30,22,0,27,70,0,417,0
GeoB3176-1,margo,3.58,-7.0117,-34.4417,12,7,0,10,75,0,418,0
GeoB3603-2,margo,0.33,-35.125,17.5433,285,72,0,0,71,0,16,0
GeoB3603-2,margo,0.38,-35.125,17.5433,242,70,0,0,82,0,16,0
GeoB3722-2,margo,0.83,-25.25,12.0217,631,30,0,0,55,0,1,0
GeoB3722-2,margo,0.88,-25.25,12.0217,868,93,0,0,98,0,17,0
GeoB3722-2,margo,0.93,-25.25,12.0217,964,26,0,0,65,0,5,0
GeoB3722-2,margo,0.98,-25.25,12.0217,785,47,0,0,45,0,3,0
GeoB3801-6,margo,0.18,-29.5117,-8.305,123,94,0,21,115,0,134,6
GeoB3808-6,margo,0.18,-30.8117,-14.7117,175,187,0,22,168,0,180,14
GeoB3813-3,margo,0.13,-32.2683,-21.9667,258,90,0,6,129,0,108,0
GeoB5112-5,margo,0.16,-23.825,-16.2583,67,50,0,75,162,0,294,0
GeoB5115-2,margo,0.14,-24.1433,-14.0433,80,73,0,79,180,0,401,0
GeoB5115-2,margo,0.15,-24.1433,-14.0433,84,58,0,82,142,0,360,0
GeoB5115-2,margo,0.16,-24.1433,-14.0433,56,50,0,45,158,0,275,0
GeoB5115-2,margo,0.17,-24.1433,-14.0433,64,45,0,63,176,0,321,0
GeoB5121-2,margo,0.16,-24.1833,-12.0217,82,55,0,88,155,0,268,5
GeoB5133-3,margo,0.18,-19.0867,-10.1917,109,91,0,60,179,0,367,8
GeoB5140-3,margo,0.1,-19.0517,-16.6133,68,49,0,161,127,3,252,8
GeoB5140-3,margo,0.11,-19.0517,-16.6133,68,49,0,175,158,5,335,7
GeoB5140-3,margo,0.12,-19.0517,-16.6133,64,47,0,111,90,6,260,7
KET8003,margo,1.91,38.49,14.3,218,139,0,2,61,0,2,0
KET8003,margo,1.95,38.49,14.3,159,154,0,2,50,0,2,0
KET8003,margo,2.01,38.49,14.3,238,245,0,0,146,0,7,0
KET8003,margo,2.05,38.49,14.3,164,172,0,4,116,0,3,0
KET8003,margo,2.11,38.49,14.3,172,145,0,0,124,0,7,0
KET8003,margo,2.15,38.49,14.3,112,124,0,1,71,0,3,0
KET8003,margo,2.21,38.49,14.3,181,192,0,0,112,0,4,0
KET8003,margo,2.25,38.49,14.3,230,225,0,0,88,0,5,0
KET8019,margo,2.71,40.33,13.21,145,102,0,3,92,0,85,0
KET8019,margo,2.81,40.33,13.21,76,83,0,1,43,0,56,0
KET8019,margo,2.98,40.33,13.21,209,91,0,0,68,0,78,0
KET8019,margo,3.01,40.33,13.21,177,72,0,0,45,0,35,0
KET8019,margo,3.14,40.33,13.21,105,163,0,0,50,0,31,0
KET8019,margo,3.21,40.33,13.21,279,106,0,0,78,0,5,0
KET8039,margo,2.7125,36.32,11.41,130,113,0,0,83,0,131,0
KET8039,margo,2.8125,36.32,11.41,91,141,0,1,45,0,68,0
KET8039,margo,2.9125,36.32,11.41,110,102,0,0,56,0,114,0
KET8039,margo,3.0125,36.32,11.41,73,145,0,0,36,0,77,0
KET8039,margo,3.1125,36.32,11.41,89,102,0,0,35,0,96,0
KET8039,margo,3.2125,36.32,11.41,149,129,0,1,52,0,146,0
KET8039,margo,3.3125,36.32,11.41,102,71,0,0,45,0,85,0
KET8039,margo,3.4125,36.32,11.41,149,137,0,1,81,0,121,0
KET8039,margo,3.5125,36.32,11.41,117,115,0,3,54,0,98,0
KET8039,margo,3.6125,36.32,11.41,120,105,0,1,42,0,101,0
KET8039,margo,3.7125,36.32,11.41,156,91,0,0,38,0,52,0
KET8039,margo,3.8125,36.32,11.41,228,116,0,3,54,0,80,0
KET8039,margo,3.9125,36.32,11.41,238,94,0,1,41,0,93,0
KET8039,margo,4.0125,36.32,11.41,192,100,0,0,53,0,75,0
KET8039,margo,4.1125,36.32,11.41,152,115,0,0,49,0,10,0
KET8216,margo,1.81,41.31,17.59,122,104,0,0,19,0,0,0
KET8216,margo,1.91,41.31,17.59,80,44,0,2,17,0,0,0
KET8216,margo,2.01,41.31,17.59,88,66,0,0,13,0,2,0
KET8216,margo,2.09,41.31,17.59,100,185,0,0,27,0,0,0
KL96,margo,0.455,32.77,19.19,69,17,0,3,1,0,181,0
KL96,margo,0.505,32.77,19.19,76,19,0,2,4,0,146,0
LC01,margo,0.682,40.26,6.887,122,270,0,0,43,0,39,0
LC01,margo,0.71,40.26,6.887,86,188,0,0,31,0,55,0
LC01,margo,0.757,40.26,6.887,90,170,0,1,40,0,44,0
LC01,margo,0.787,40.26,6.887,117,394,0,0,57,0,21,0
LC04,margo,0.832,38.65,6.11,66,110,0,0,32,0,24,0
LC04,margo,0.912,38.65,6.11,154,161,0,1,82,0,56,0
LC04,margo,0.997,38.65,6.11,116,108,0,4,52,0,57,0
LC07,margo,0.685,38.14,10.07,58,112,0,1,40,0,8,0
LC07,margo,0.805,38.14,10.07,30,75,0,0,30,0,8,0
LC07,margo,0.865,38.14,10.07,31,67,0,0,18,0,7,0
LC21,margo,275.5,35.66,26.58,74,23,0,2,31,0,37,0
LC21,margo,281.5,35.66,26.58,79,25,0,2,10,0,57,0
LC21,margo,289.5,35.66,26.58,115,31,0,4,91,0,55,0
LC21,margo,296,35.66,26.58,48,12,0,2,23,0,15,0
LC21,margo,303.5,35.66,26.58,65,35,0,2,34,0,44,0
LC21,margo,310.5,35.66,26.58,83,54,0,4,44,0,45,0
LC21,margo,317,35.66,26.58,102,14,0,2,18,0,40,0
LC21,margo,324.5,35.66,26.58,67,45,0,4,16,0,22,0
MD 95-2043,margo,8.3,36.143,-2.621,258,52,0,0,14,0,7,0
MD 95-2043,margo,8.4,36.143,-2.621,304,61,0,0,19,0,11,0
MD 95-2043,margo,8.5,36.143,-2.621,335,54,0,0,22,0,2,0
MD 95-2043,margo,8.6,36.143,-2.621,285,97,0,0,11,0,13,0
MD 95-2043,margo,8.7,36.143,-2.621,186,94,0,0,18,0,5,0
MD 95-2043,margo,8.8,36.143,-2.621,458,144,0,0,39,0,7,0
MD 95-2043,margo,8.9,36.143,-2.621,301,99,0,0,21,0,7,0
MD012416,margo,196.5,51.268,167.7255,307,70,0,0,2,,0,0
MD012416,margo,197.5,51.268,167.7255,338,78,0,0,2,,0,0
MD012416,margo,200.5,51.268,167.7255,267,52,0,0,2,,0,0
MD012416,margo,202.5,51.268,167.7255,327,60,0,0,1,,0,0
MD012416,margo,205.5,51.268,167.7255,309,41,0,0,0,,0,0
MD012416,margo,209.5,51.268,167.7255,270,55,0,0,2,,0,0
MD012416,margo,184.5,51.268,167.7255,255,50,0,0,0,,0,0
MD012416,margo,190.5,51.268,167.7255,307,54,0,0,0,,0,0
MD012416,margo,194.5,51.268,167.7255,326,64,0,0,2,,0,0
MD84-632,margo,1.58,32.47,34.23,249,19,0,9,35,0,621,0
MD84-632,margo,1.6,32.47,34.23,208,30,0,1,30,0,743,0
MD84-632,margo,1.62,32.47,34.23,192,18,0,3,30,0,806,0
MD84-632,margo,1.64,32.47,34.23,345,53,0,9,45,0,1228,0
MD84-632,margo,1.66,32.47,34.23,126,36,0,2,24,0,620,0
MD84-632,margo,1.68,32.47,34.23,246,35,0,5,35,0,684,0
MD84-632,margo,1.7,32.47,34.23,373,59,0,9,57,0,1160,0
MD84-632,margo,1.72,32.47,34.23,312,50,0,11,38,0,1053,0
MD84-632,margo,1.74,32.47,34.23,189,18,0,11,14,0,752,0
MD84-632,margo,1.76,32.47,34.23,150,14,0,11,18,0,545,0
MD84-632,margo,1.78,32.47,34.23,219,12,0,7,26,0,903,0
MD84-632,margo,1.8,32.47,34.23,239,9,0,9,34,0,805,0
MD84-632,margo,1.82,32.47,34.23,209,12,0,13,38,0,646,0
MD84-632,margo,1.84,32.47,34.23,219,16,0,15,37,0,493,0
MD84-632,margo,1.86,32.47,34.23,246,12,0,16,41,0,609,0
MD84-632,margo,1.88,32.47,34.23,219,10,0,8,35,0,613,0
MD84-632,margo,1.9,32.47,34.23,288,12,0,6,36,0,1022,0
MD84-632,margo,1.92,32.47,34.23,254,68,0,3,37,0,1026,0
MD84-632,margo,1.96,32.47,34.23,361,285,0,2,20,0,958,0
MD84627,margo,0.6,32.14,33.45,124,8,0,1,12,0,161,0
MD84627,margo,0.7,32.14,33.45,111,6,0,0,10,0,263,0
MD84627,margo,0.8,32.14,33.45,134,12,0,0,7,0,373,0
MD84629,margo,1.6,32.04,34.21,69,8,0,8,11,0,10,0
MD84629,margo,1.65,32.04,34.21,90,14,0,1,3,0,4,0
MD84629,margo,1.7,32.04,34.21,43,16,0,5,4,0,15,0
MD84629,margo,1.75,32.04,34.21,73,11,0,0,6,0,1,0
MD84629,margo,1.8,32.04,34.21,130,167,0,12,5,0,11,0
MD84629,margo,1.85,32.04,34.21,69,74,0,1,0,0,1,0
MD84629,margo,1.9,32.04,34.21,39,137,0,12,3,0,5,0
MD84629,margo,1.95,32.04,34.21,54,161,0,0,6,0,4,0
MD84629,margo,2,32.04,34.21,117,239,0,1,18,0,0,0
MD84641,margo,0.83,33.02,32.38,66,4,0,0,3,0,1,0
MD84641,margo,0.87,33.02,32.38,71,8,0,1,8,0,2,0
MD84641,margo,0.9,33.02,32.38,119,17,0,0,6,0,0,0
MD84641,margo,0.93,33.02,32.38,111,7,0,0,9,0,1,0
MD84641,margo,0.97,33.02,32.38,95,20,0,6,11,0,3,0
MD84641,margo,1,33.02,32.38,121,61,0,1,7,0,1,0
MD88-770,margo,1.12,-46.01666667,96.46666667,207,7,0,0,1,0,0,0
MD90-917,margo,5.45,41.298,17.613,281,74,0,1,42,0,21,0
MD90-917,margo,5.5,41.298,17.613,241,105,0,0,52,0,16,1
MD90-917,margo,5.55,41.298,17.613,186,152,0,0,18,0,32,0
MD90-917,margo,5.6,41.298,17.613,193,119,0,2,42,0,14,0
MD90-917,margo,5.65,41.298,17.613,170,89,0,1,44,0,14,0
MD90-917,margo,5.7,41.298,17.613,176,114,0,0,20,0,9,0
MD90-917,margo,5.75,41.298,17.613,234,180,0,0,32,0,44,0
MD90-917,margo,5.8,41.298,17.613,155,135,0,0,41,0,5,0
MD90-917,margo,5.85,41.298,17.613,132,116,0,0,61,0,13,0
MD90-917,margo,5.9,41.298,17.613,266,112,0,1,50,0,5,0
MD90-917,margo,5.95,41.298,17.613,243,146,0,0,43,0,18,0
MD90-917,margo,6,41.298,17.613,101,167,0,1,21,0,21,0
MD90-917,margo,6.05,41.298,17.613,100,188,0,1,36,0,19,0
MD90-917,margo,6.1,41.298,17.613,92,185,0,1,32,0,19,0
MD90-917,margo,6.15,41.298,17.613,95,175,0,0,25,0,14,0
MD90-917,margo,6.2,41.298,17.613,59,189,0,0,40,0,8,0
MD90-917,margo,6.25,41.298,17.613,53,193,0,0,33,0,22,0
MD90901,margo,4.2,39.947,1.591,136,209,0,0,41,0,43,0
MD90901,margo,4.3,39.947,1.591,75,147,0,0,25,0,42,0
MD90901,margo,4.4,39.947,1.591,94,200,0,0,26,0,62,0
MD90901,margo,4.5,39.947,1.591,74,159,0,0,18,0,44,0
MD90901,margo,4.6,39.947,1.591,118,135,0,0,20,0,37,0
MD90901,margo,4.7,39.947,1.591,93,234,0,0,18,0,26,0
MD90901,margo,4.8,39.947,1.591,53,153,0,0,28,0,59,0
MD90901,margo,4.9,39.947,1.591,76,176,0,1,26,0,42,0
MD90901,margo,5,39.947,1.591,103,251,0,0,22,0,20,0
MD90901,margo,5.1,39.947,1.591,61,138,0,0,75,0,36,0
MD90901,margo,5.2,39.947,1.591,64,151,0,0,40,0,82,0
MD90901,margo,5.3,39.947,1.591,66,293,0,0,73,0,66,0
MD90901,margo,5.4,39.947,1.591,71,235,0,0,46,0,42,0
MD90901,margo,5.5,39.947,1.591,99,135,0,0,33,0,30,0
MD90901,margo,5.6,39.947,1.591,55,135,0,0,20,0,20,0
MD90901,margo,5.7,39.947,1.591,52,244,0,1,67,0,13,0
MD992344,margo,2.47,41.997,4.836,17,422,0,0,28,0,0,0
MD992344,margo,2.53,41.997,4.836,8,182,0,0,2,0,3,0
MD992344,margo,2.63,41.997,4.836,144,503,0,0,65,0,13,0
MD992344,margo,2.69,41.997,4.836,10,103,0,0,8,0,0,0
MD992346,margo,6.195,42.044,4.151,67,393,0,0,53,0,4,0
MD992346,margo,6.295,42.044,4.151,74,290.875,0,0,70,0,4,0
MD992346,margo,6.385,42.044,4.151,65,275,0,0,39,0,8,0
MD992346,margo,6.525,42.044,4.151,65,309,0,0,54,0,11,0
MD992346,margo,6.625,42.044,4.151,13,263.875,0,0,30,0,0,0
MD992346,margo,6.725,42.044,4.151,53,298,0,0,38,0,4,0
MD992346,margo,6.915,42.044,4.151,51,291.625,0,0,37,0,0,0
MD992346,margo,7.115,42.044,4.151,24,444.5,0,0,62,0,7,0
MD992346,margo,7.285,42.044,4.151,13,185,0,0,35,0,2,0
MD992346,margo,7.485,42.044,4.151,25,280.25,0,0,36,0,0,0
MD992346,margo,7.59,42.044,4.151,28,286.5,0,0,13,0,2,0
MD992346,margo,7.685,42.044,4.151,29,350.5,0,0,65,0,2,0
MD992346,margo,7.79,42.044,4.151,46,288,0,0,77,0,3,0
MD992346,margo,7.885,42.044,4.151,71,194.25,0,0,71,0,1,0
MD992346,margo,8,42.044,4.151,138,292,0,0,74,0,3,0
MD992346,margo,8.04,42.044,4.151,139,310,0,0,45,0,0,0
MD992346,margo,8.07,42.044,4.151,141,289.5,0,0,45,0,1,0
MD992346,margo,8.08,42.044,4.151,111,180.25,0,0,18,0,1,0
MD992346,margo,8.085,42.044,4.151,154,266.5,0,0,39,0,0,0
MD992346,margo,8.1,42.044,4.151,103,211,0,0,37,0,0,0
MD992346,margo,8.15,42.044,4.151,102,314,0,0,27,0,0,0
MD992346,margo,8.2,42.044,4.151,83,358,0,0,46,0,10,0
MD992346,margo,8.255,42.044,4.151,130,198,0,2,128,0,36,0
ODP 969,margo,0.605,33.839,24.884,152,65,0,0,32,0,76,0
ODP 969,margo,0.625,33.839,24.884,110,39,0,0,24,0,75,0
ODP 969,margo,0.645,33.839,24.884,174,57,0,1,54,0,139,0
ODP 969,margo,0.665,33.839,24.884,137,57,0,1,42,0,98,0
ODP 969,margo,0.685,33.839,24.884,119,43,0,0,54,0,120,0
ODP 973,margo,0.945,35.78,18.948,140,56,0,2,62,0,30,0
ODP 973,margo,0.985,35.78,18.948,152,68,0,3,48,0,94,0
ODP 975,margo,1.13,38.89,4.5,175,296,0,0,117,0,2,0
ODP 975,margo,1.165,38.89,4.5,90,219,0,0,92,0,2,0
ODP 975,margo,1.225,38.89,4.5,200,428,0,0,97,0,5,0
ODP 975,margo,1.285,38.89,4.5,100,251,0,0,56,0,42,0
ODP 975,margo,1.325,38.89,4.5,170,278,0,0,68,0,32,0
ODP 977,margo,3.56,36.19,-1.573,373,35,0,1,7,0,4,0
ODP 977,margo,3.66,36.19,-1.573,457,27,0,0,12,0,5,0
ODP 977,margo,3.76,36.19,-1.573,392,42,0,1,13,0,3,0
ODP 977,margo,3.96,36.19,-1.573,417,72,0,1,14,0,5,0
ODP 977,margo,4.02,36.19,-1.573,275,82,0,1,15,0,3,0
ODP Site 883D,margo,116,51.199,167.768,1139,115,0,0,0,,0,0
ODP Site 883D,margo,120,51.199,167.768,323,42,0,0,0,,0,0
ODP Site 883D,margo,123,51.199,167.768,379,59,0,0,0,,0,0
ODP Site 883D,margo,126,51.199,167.768,385,56,0,0,0,,0,0
ODP Site 883D,margo,130,51.199,167.768,313,49,0,0,2,,0,0
ODP Site 883D,margo,133,51.199,167.768,359,55,0,0,0,,0,0
ODP Site 883D,margo,136,51.199,167.768,412,40,0,0,0,,2,0
ODP Site 883D,margo,140,51.199,167.768,412,25,0,0,0,,0,0
ODP Site 883D,margo,143,51.199,167.768,1069,85,0,0,0,,0,0
ODP Site 883D,margo,145,51.199,167.768,398,40,0,0,0,,0,0
ODP122-760A,margo,0.39,-16.922,115.5413333,23,2,0,7,136,0,154,0
ODP122-762B,margo,0.8,-19.88733333,112.254,17,7,0,6,115,0,116,3
P69,margo,3.9,-40.39666667,177.9966667,57,68,0,0,90,0,7,0
Q200,margo,0.59,-45.995,172.025,252,23,0,0,2,0,0,0
Q585,margo,0.73,-49.70333333,182.075,325,15,0,0,3,0,0,0
R657 (S),margo,0.5,-42.53333333,181.5083333,50,111,0,0,158,0,2,0
R657 (W),margo,0.5,-42.53333333,181.5083333,57,80,0,0,98,0,1,0
RC08-039,margo,0.7,-42.88333333,42.35,224,29,0,0,10,0,0,0
RC08-078,margo,0.5,-44.78333333,184.2333333,35,94,0,0,106,0,12,0
RC09-148,margo,0.19,-29.68,113.7,8,14,0,1,209,0,116,0
RC09-150 (P),margo,0.8,-31.28333333,114.5516667,30,28,0,11,181,0,46,0
RC09-150 (W),margo,0.9,-31.28333333,114.5516667,12,29,0,0,218,0,23,0
RC09-161,margo,1.6,19.56833333,59.595,6,89,0,8,105,1,85,0
RC09-162,margo,0.5,19.07666667,60.42166667,10,66,0,9,122,0,95,0
RC10-11,margo,20,-11.183,-162.917,0,10,0,64,341,,159,0
RC10-131,margo,0.3,-14.53,157.97,2,17,0,13,95,0,152,0
RC10-16,margo,9,33.083,158,13,50,0,0,259,,14,0
RC10-62,margo,51,3.333,-101.717,6,10,0,3,133,,13,0
RC10-97,margo,44,0.917,-134.317,12,23,0,0,391,,21,17
RC11-120,margo,0.74,-43.51666667,79.86666667,186,81,0,0,8,0,1,0
RC11-121,margo,0.4,-39.71666667,82.25,43,124,0,0,44,0,39,0
RC11-126,margo,0.2,-30.06666667,94.41666667,62,86,0,8,64,0,68,0
RC11-134,margo,0.1,-33.06666667,110.55,26,88,0,3,106,1,57,0
RC11-145,margo,0.29,-25.48333333,110.0166667,7,6,0,1,234,0,84,0
RC11-147,margo,0.6,-19.05833333,112.75,17,14,0,35,119,0,106,0
RC11-21,margo,15,-6.133,-140.85,9,60,0,45,271,,99,51
RC11-21,margo,40,1.817,-140.05,39,10,0,4,105,,11,4
RC11-22,margo,30,-14.817,-139.967,9,17,0,94,290,,111,4
RC11-23,margo,45,-8.8,-110.8,22,52,0,4,296,,79,22
RC12-10,margo,40,-26,169.2,81,106,0,10,333,,387,0
RC12-109,margo,0.4,-25.88333333,157.8666667,16,34,0,8,150,0,235,0
RC12-113 (A),margo,0.5,-24.88,163.52,23,19,0,16,69,0,201,0
RC12-339,margo,0.7,9.133333333,90.03333333,7,34,0,9,175,0,71,0
RC12-36,margo,20,15.1,124.133,4,38,0,32,64,,223,0
RC13-038,margo,0.4,-14.51666667,177.1,8,19,0,20,169,0,305,0
RC13-11,margo,50,-1.65,-103.633,11,31,0,1,192,,12,2
RC13-17,margo,30,19.083,-170.067,9,9,0,40,13,,44,1
RC13-81,margo,10,-19.017,-124.233,24,45,0,53,639,,403,38
RC13110,margo,54,0.1,-95.65,20,33,0,0,239,,4,0
RC13115,margo,61,-1.633,-104.833,8,26,0,0,215,,13,2
RC14-007,margo,0.25,-35.51666667,44.75,21,50,0,0,123,0,44,0
RC14-009,margo,0.7,-39.01666667,47.88333333,24,103,0,1,44,0,7,0
RC14-029,margo,0.2,-10.92333333,88.315,8,9,0,20,125,0,130,3
RC14-035,margo,0.4,-0.833333333,89.95,12,21,0,6,126,0,120,14
RC14-037,margo,0.4,1.466666667,90.16666667,7,20,0,14,126,1,122,10
RC17-069,margo,0.6,-31.5,32.6,12,33,0,6,161,0,78,0
RC17-073,margo,0.3,-32.11666667,36.01666667,22,45,0,11,130,0,81,0
RC17-098,margo,0.53,-13.21666667,65.61666667,29,10,0,10,114,0,133,1
RC17-108,margo,0.4,-10.508,57.72,8,51,0,47,80,0,107,0
RC17-113,margo,0.3,15.033,66.097,13,17,0,3,155,0,111,0
RC8-94,margo,16,-27.283,-102.083,74,69,0,145,325,,488,3
RC9-124,margo,40,-28.75,172.6,95,139,0,11,251,,334,0
RC9-126,margo,30,-33.233,168.733,40,253,0,4,412,,187,0
RC9-178,margo,0.5,33.733,27.917,99,29,0,0,20,0,79,0
RC9-178,margo,0.61,33.733,27.917,163,74,0,0,22,0,90,0
RC9-178,margo,0.665,33.733,27.917,132,86,0,0,30,0,69,0
RC9191,margo,1.28,38.2,18.033,171,91,0,2,37,0,0,0
RC9191,margo,1.36,38.2,18.033,165,114,0,0,43,0,0,0
RC9191,margo,1.46,38.2,18.033,253,82,0,1,40,0,1,0
RC9191,margo,1.56,38.2,18.033,242,104,0,1,50,0,1,0
RC9191,margo,1.65,38.2,18.033,194,114,0,0,80,0,1,0
RR9702A-63TC,margo,16,-18.085,-79.04,46,98,0,1,272,,11,0
RR9702A-69TC,margo,70,-16.007,-76.378,95,160,0,0,127,,11,0
RR9702A-69TC,margo,80,-16.007,-76.378,54,43,0,0,144,,8,0
RS067-GC10,margo,0.505,-38.86166667,140.1,61,159,0,0,45,0,1,0
RS096-GC21,margo,0.29,-23.77216667,108.5006667,12,10,0,7,127,0,85,0
RS147-GC07,margo,0.985,-45.15,146.28,133,207,0,0,85,104,14,0
RS147-GC14,margo,0.25,-46.45,145.24,106,118,0,0,45,0,5,0
RS147-GC31,margo,0.69,-44.53,149.05,46,163,0,0,50,0,0,0
S794,margo,1.39,-35.31,177.9966667,58,74,0,1,122,0,18,0
SHI9006,margo,5.99,-4.33223,117.59584,13,53,0,14,216,0,159,0
SHI9016,margo,0.52,-8.455833333,128.238,18,24,0,29,198,0,179,13
SHI9022,margo,5.79,-11.35444,122.03799,8,14,0,21,154,0,126,0
SHI9034,margo,8.3,-9.09764,111.00721,13,61,0,12,187,0,45,0
SO36-07,margo,0.73,-42.25,144.75,92,128,0,0,63,0,19,0
SO36-21,margo,0.2,-43.8,145.5,41,144,0,0,75,0,5,0
SO36-39,margo,0.3,-45.87,145.99,72,119,0,0,55,0,0,0
SO36-47,margo,0.5,-46.87,145.98,75,130,0,0,60,0,0,0
SU8107,margo,2.5,35.57,-3.48,259,159,0,0,21,0,2,0
SU8107,margo,2.6,35.57,-3.48,331,111,0,1,33,0,1,0
SU8107,margo,2.7,35.57,-3.48,332,96,0,0,29,0,2,0
SU8107,margo,2.8,35.57,-3.48,191,65,0,0,14,0,4,0
SU8107,margo,2.9,35.57,-3.48,265,96,0,0,19,0,2,0
SU8107,margo,3,35.57,-3.48,246,70,0,0,10,0,1,0
SU8107,margo,3.1,35.57,-3.48,243,121,0,0,25,0,0,0
T87/2/20G,margo,0.405,34.97,23.75,79,33,0,1,19,0,53,0
T87/2/20G,margo,0.455,34.97,23.75,79,39,0,0,34,0,71,0
T87/2/20G,margo,0.505,34.97,23.75,87,27,0,0,21,0,75,0
U938,margo,1.3,-45.075,179.4983333,180,45,0,0,100,0,0,0
V  28294,margo,4,28.433,139.967,98,280,0,34,486,,486,0
V  28304,margo,45,28.533,134.133,21,179,0,5,349,,240,0
V  32139,margo,1,31.567,151.1,10,31,0,0,258,,20,0
V 18-31,margo,25,-2.85,-126.2,3,11,0,2,116,,2,3
V 18-31,margo,15,3.167,-118.467,1,3,0,0,173,,13,2
V 19-29,margo,120,-3.583,-83.933,68,383,0,1,464,,5,0
V 19-53,margo,45,-17.017,-113.517,8,3,0,5,154,,65,65
V 19-55,margo,23,-17,-114.183,6,70,0,58,751,,205,85
V 19-64,margo,15,-16.933,-121.2,6,25,0,35,357,,137,20
V 19-65,margo,15,-16.65,-124.383,16,21,0,22,577,,216,50
V 19-96,margo,15,0.867,172,4,33,0,1,162,,51,2
V 20-11,margo,20,47.95,168.783,380,40,0,0,0,,0,0
V 21-14,margo,70,37.683,163.033,16,29,0,0,275,,1,0
V 21-30,margo,250,-1.217,-89.683,7,713,0,7,482,,13,0
V 21-33,margo,45,-3.8,-92.083,1,74,0,0,370,,4,0
V 28-20,margo,40,0.95,-179.417,13,95,0,25,390,,145,23
V 28-20,margo,20,2.767,-173.933,1,125,0,63,297,,122,8
V 28-23,margo,20,-5.5,166.75,9,71,0,24,312,,122,1
V 28-23,margo,35,1.017,160.483,3,39,0,10,121,,57,4
V 28-23,margo,30,3.25,159.183,6,30,0,4,138,,49,5
V 28-24,margo,20,11.067,138.533,9,104,0,64,193,,287,0
V 32126,margo,25,35.317,177.9,9,193,0,0,213,,13,0
V10-49,margo,1.17,36.083,26.833,227,36,0,1,82,0,2,0
V10-51,margo,1.31,35.917,27.3,157,22,0,0,30,0,3,0
V10-51,margo,1.41,35.917,27.3,129,30,0,0,45,0,1,0
V10-51,margo,1.51,35.917,27.3,249,96,0,1,51,0,2,0
V14-077,margo,0.29,-29.64166667,32.85833333,12,9,0,9,153,0,104,0
V14-081,margo,0.35,-28.425,43.78333333,19,28,0,25,115,1,98,0
V14-101,margo,0.7,8.65,58.56666667,19,28,0,7,148,0,68,0
V14-102,margo,0.4,10.25,57.18333333,28,30,0,6,149,0,46,0
V16-089,margo,0.4,-33.01666667,85.78333333,41,94,0,1,92,1,20,0
V18-191,margo,0.3,-32.433,46.567,37,45,0,5,119,1,53,0
V18-207,margo,0.4,-25.63333333,87.11666667,27,8,0,18,66,1,180,0
V19-178,margo,0.8,8.116666667,73.25,11,21,0,22,130,0,107,9
V19-185,margo,0.3,6.7,59.33333333,17,36,0,8,121,0,85,4
V19-188,margo,0.6,6.866666667,60.66666667,27,31,0,2,126,0,81,4
V19-201,margo,0.7,-5.333333333,40.43333333,11,18,0,17,130,2,106,0
V19-202,margo,0.4,-6.983333333,41.18333333,14,19,0,6,121,0,127,1
V19-204,margo,0.3,-10.23333333,43.81666667,11,21,0,2,127,0,122,0
V19-29,margo,120,-3.583,-83.933,35,325,0,1,631,,28,0
V20-170,margo,0.3,-21.8,69.23333333,23,6,0,22,64,0,184,0
V20-175,margo,0.3,-22.3,68,24,13,0,23,60,1,180,0
V24-157,margo,0.3,-14.95,147.92,5,14,0,8,112,0,272,0
V24-161,margo,0.5,-18.2,151.45,11,15,0,11,63,0,187,1
V24-170,margo,0.4,-13.52,146.88,15,12,0,6,96,0,273,0
V24-184,margo,0.3,-12.87,146.2,14,3,0,3,101,0,218,0
V28-238,margo,0.39,1.016666667,160.4833333,33,6,0,13,472,0,502,19
V28-239,margo,0.52,3.25,159.1833333,43,1,0,3,340,1,204,10
V28-310,margo,40,25.417,125.633,3,78,0,105,430,,101,0
V28-342 (W),margo,0.89,-14.1,120.5,24,0,0,8,102,0,130,0
V29-029,margo,0.8,5.116666667,77.58333333,10,47,0,9,180,0,53,1
V29-030,margo,0.8,3.083333333,76.25,12,20,0,5,191,0,60,3
V29-045,margo,0.4,-6,69.817,11,22,0,10,137,1,103,1
V29-048,margo,0.2,-6.266666667,63.43333333,16,12,0,5,126,0,128,1
V29-064,margo,0.3,-27.283,74.867,52,21,0,7,49,0,171,0
V32-128,margo,32,36.467,177.167,74,191,0,0,260,,12,0
V33-065,margo,0.4,-22.73333333,112.5833333,10,6,0,10,187,0,79,0
VNTRO1-8,margo,41,0.033,-110.483,43,25,0,1,270,,19,2
Y69-106p,margo,30,2.983,-86.55,7,39,0,6,145,,11,0
Y69-71P,margo,180,0.1,-86.483,2,67,0,1,197,,5,0
Y71-3-2,margo,20,7.167,-85.15,3,35,0,0,156,,11,0
Y71-6-12,margo,46,-16.443,-77.563,46,111,0,3,182,,12,0
